accession,c1,c2,filter_len,min_len,refine,n_pred,precision,recall,f1,accuracy,mcc,TP,FP,TN,FN,mabe,median_jaccard
NC_008258.1,0.2,0.1,400,8000,False,17,36.632182475383274,67.32333066086359,47.4472292852242,87.13047431728555,0.43295819559587984,35268,61008,493668,17118,14019.0,0.15925967857213497
NC_008258.1,0.2,0.1,400,8000,True,17,39.58438724396171,76.17875004772267,52.09757116467908,87.91111945732068,0.4919458187399599,39907,60908,493768,12479,25319.0,0.15151168086982075
NC_008258.1,0.2,0.1,400,10000,False,17,36.632182475383274,67.32333066086359,47.4472292852242,87.13047431728555,0.43295819559587984,35268,61008,493668,17118,14019.0,0.15925967857213497
NC_008258.1,0.2,0.1,400,10000,True,17,39.58438724396171,76.17875004772267,52.09757116467908,87.91111945732068,0.4919458187399599,39907,60908,493768,12479,25319.0,0.15151168086982075
NC_008258.1,0.2,0.1,600,8000,False,12,27.371965173475026,39.72817164891383,32.412396822924784,85.70228411595521,0.25256853661449774,20812,55222,499454,31574,65207.5,0.07338504936530324
NC_008258.1,0.2,0.1,600,8000,True,12,27.86749149728181,39.72817164891383,32.757263827242106,85.92499612889623,0.256604411471834,20812,53870,500806,31574,66222.0,0.07276923076923077
NC_008258.1,0.2,0.1,600,10000,False,11,30.222764369318345,39.72817164891383,34.3296384270256,86.88371204259202,0.27507010211672495,20812,48050,506626,31574,65207.5,0.07338504936530324
NC_008258.1,0.2,0.1,600,10000,True,11,32.976296108505515,39.72817164891383,36.038719285182424,87.83089700887224,0.2953420340673664,20812,42300,512376,31574,66222.0,0.07276923076923077
NC_008258.1,0.2,0.25,200,8000,False,55,16.61048103544271,83.1462604512656,27.68934433524468,62.524750354988456,0.24785479132273222,43557,218669,336007,8829,12686.5,0.2824178793630707
NC_008258.1,0.2,0.25,200,8000,True,46,14.626080616602438,75.0563127553163,24.48149831576457,60.04098428167139,0.19038949956281778,39319,229509,325167,13067,14536.0,0.24879924305138013
NC_008258.1,0.2,0.25,200,10000,False,54,16.61048103544271,83.1462604512656,27.68934433524468,62.524750354988456,0.24785479132273222,43557,218669,336007,8829,12686.5,0.2824178793630707
NC_008258.1,0.2,0.25,200,10000,True,43,14.626080616602438,75.0563127553163,24.48149831576457,60.04098428167139,0.19038949956281778,39319,229509,325167,13067,14536.0,0.24879924305138013
NC_008258.1,0.2,0.25,400,8000,False,37,19.707250233857263,85.6602909174207,32.042672150637834,68.64554197100131,0.30564632117260465,44874,182829,371847,7512,17069.0,0.1267413712948268
NC_008258.1,0.2,0.25,400,8000,True,33,20.48873209690162,100.0,34.00937455366997,66.51149306001693,0.3602685682820814,52386,203296,351380,0,31724.0,0.0861578947368421
NC_008258.1,0.2,0.25,400,10000,False,34,20.422429447182665,85.6602909174207,32.98164379030924,69.9590816094567,0.3163234589970998,44874,174855,379821,7512,17069.0,0.1267413712948268
NC_008258.1,0.2,0.25,400,10000,True,30,21.922314008084967,100.0,35.961118662218375,69.26574221413958,0.3814225965415542,52386,186576,368100,0,31724.0,0.0861578947368421
NC_008258.1,0.2,0.25,600,8000,False,25,22.08967691365865,73.70098881380521,33.99143369033627,75.29889862979398,0.3048079166055494,38609,136174,418502,13777,41910.5,0.07807533767184285
NC_008258.1,0.2,0.25,600,8000,True,23,24.136573071318868,81.8978352995075,37.28474778066978,76.22466897944527,0.3553509730466266,42903,134848,419828,9483,48121.5,0.05430508474576271
NC_008258.1,0.2,0.25,600,10000,False,24,22.08967691365865,73.70098881380521,33.99143369033627,75.29889862979398,0.3048079166055494,38609,136174,418502,13777,41910.5,0.07807533767184285
NC_008258.1,0.2,0.25,600,10000,True,22,24.136573071318868,81.8978352995075,37.28474778066978,76.22466897944527,0.3553509730466266,42903,134848,419828,9483,48121.5,0.05430508474576271
NC_008321.1,0.05,0.05,200,8000,False,16,64.84497364299308,51.42303839732888,57.35929446116259,45.79490578543698,-0.15100801605979275,77006,41748,19722,72744,3857.0,0.4770315657708202
NC_008321.1,0.05,0.05,200,8000,True,12,64.8856367513084,44.707178631051754,52.93875775906377,43.64548811665562,-0.12934357505964048,66949,36231,25239,82801,6632.5,0.537207619047619
NC_008321.1,0.05,0.05,200,10000,False,15,64.84497364299308,51.42303839732888,57.35929446116259,45.79490578543698,-0.15100801605979275,77006,41748,19722,72744,3857.0,0.4770315657708202
NC_008321.1,0.05,0.05,200,10000,True,10,64.8856367513084,44.707178631051754,52.93875775906377,43.64548811665562,-0.12934357505964048,66949,36231,25239,82801,6632.5,0.537207619047619
NC_008321.1,0.05,0.05,400,8000,False,6,63.42835117472887,48.35125208681135,54.87298411543592,43.617081715746615,-0.17832465880533527,72406,41748,19722,77344,4950.0,0.4920246273078093
NC_008321.1,0.05,0.05,400,8000,True,6,64.8856367513084,44.707178631051754,52.93875775906377,43.64548811665562,-0.12934357505964048,66949,36231,25239,82801,6632.5,0.537207619047619
NC_008321.1,0.05,0.05,400,10000,False,6,63.42835117472887,48.35125208681135,54.87298411543592,43.617081715746615,-0.17832465880533527,72406,41748,19722,77344,4950.0,0.4920246273078093
NC_008321.1,0.05,0.05,400,10000,True,6,64.8856367513084,44.707178631051754,52.93875775906377,43.64548811665562,-0.12934357505964048,66949,36231,25239,82801,6632.5,0.537207619047619
NC_008321.1,0.05,0.05,600,8000,False,5,45.17518516572989,22.97161936560935,30.456223605344,25.623520499952658,-0.4251860949931362,34400,41748,19722,115350,5829.5,0.7468681473761914
NC_008321.1,0.05,0.05,600,8000,True,4,50.31676814217542,24.502838063439064,32.95669903087025,29.32108701827478,-0.32901391380918654,36693,36231,25239,113057,7836.5,0.7007027460566017
NC_008321.1,0.05,0.05,600,10000,False,5,45.17518516572989,22.97161936560935,30.456223605344,25.623520499952658,-0.4251860949931362,34400,41748,19722,115350,5829.5,0.7468681473761914
NC_008321.1,0.05,0.05,600,10000,True,4,50.31676814217542,24.502838063439064,32.95669903087025,29.32108701827478,-0.32901391380918654,36693,36231,25239,113057,7836.5,0.7007027460566017
NC_008321.1,0.075,0.075,200,8000,False,23,60.94971557205001,53.518530884808015,56.99291002055169,42.73553640753717,-0.28125277959739386,80144,51348,10122,69606,4759.5,0.39950405865409794
NC_008321.1,0.075,0.075,200,8000,True,18,62.925951670278444,51.384974958263776,56.572867461907485,44.06921693021494,-0.20578830483766777,76949,45336,16134,72801,5247.5,0.537207619047619
NC_008321.1,0.075,0.075,200,10000,False,21,65.75000820398385,53.518530884808015,59.007075489062814,47.28056055297794,-0.1323797262354714,80144,41748,19722,69606,4759.5,0.39950405865409794
NC_008321.1,0.075,0.075,200,10000,True,16,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.537207619047619
NC_008321.1,0.075,0.075,400,8000,False,9,65.75000820398385,53.518530884808015,59.007075489062814,47.28056055297794,-0.1323797262354714,80144,41748,19722,69606,5159.5,0.39350058580816055
NC_008321.1,0.075,0.075,400,8000,True,8,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.537207619047619
NC_008321.1,0.075,0.075,400,10000,False,9,65.75000820398385,53.518530884808015,59.007075489062814,47.28056055297794,-0.1323797262354714,80144,41748,19722,69606,5159.5,0.39350058580816055
NC_008321.1,0.075,0.075,400,10000,True,8,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.537207619047619
NC_008321.1,0.075,0.075,600,8000,False,7,62.75891598722592,46.980968280467444,53.73569802789362,42.64558280465865,-0.19054908786226088,70354,41748,19722,79396,7376.0,0.38701013513513516
NC_008321.1,0.075,0.075,600,8000,True,7,64.95695908695231,44.847412353923204,53.06075689341867,43.74491051983714,-0.12806364926821298,67159,36231,25239,82591,7132.5,0.3846258739469459
NC_008321.1,0.075,0.075,600,10000,False,6,62.75891598722592,46.980968280467444,53.73569802789362,42.64558280465865,-0.19054908786226088,70354,41748,19722,79396,7376.0,0.38701013513513516
NC_008321.1,0.075,0.075,600,10000,True,6,64.95695908695231,44.847412353923204,53.06075689341867,43.74491051983714,-0.12806364926821298,67159,36231,25239,82591,7132.5,0.3846258739469459
NC_008321.1,0.1,0.05,200,8000,False,21,65.75000820398385,53.518530884808015,59.007075489062814,47.28056055297794,-0.1323797262354714,80144,41748,19722,69606,4509.5,0.40401389513830854
NC_008321.1,0.1,0.05,200,8000,True,16,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.537207619047619
NC_008321.1,0.1,0.05,200,10000,False,21,65.75000820398385,53.518530884808015,59.007075489062814,47.28056055297794,-0.1323797262354714,80144,41748,19722,69606,4509.5,0.40401389513830854
NC_008321.1,0.1,0.05,200,10000,True,16,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.537207619047619
NC_008321.1,0.1,0.05,400,8000,False,9,65.75000820398385,53.518530884808015,59.007075489062814,47.28056055297794,-0.1323797262354714,80144,41748,19722,69606,4559.5,0.4032286784879314
NC_008321.1,0.1,0.05,400,8000,True,8,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.537207619047619
NC_008321.1,0.1,0.05,400,10000,False,9,65.75000820398385,53.518530884808015,59.007075489062814,47.28056055297794,-0.1323797262354714,80144,41748,19722,69606,4559.5,0.4032286784879314
NC_008321.1,0.1,0.05,400,10000,True,8,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.537207619047619
NC_008321.1,0.1,0.05,600,8000,False,7,62.423718744937084,46.313188647746244,53.17498044868354,42.17214278950857,-0.19652120219233277,69354,41748,19722,80396,6809.5,0.39776041666666667
NC_008321.1,0.1,0.05,600,8000,True,6,64.6147084676238,44.179632721202005,52.47798841913224,43.27147050468705,-0.13416429626804072,66159,36231,25239,83591,7132.5,0.3846258739469459
NC_008321.1,0.1,0.05,600,10000,False,7,62.423718744937084,46.313188647746244,53.17498044868354,42.17214278950857,-0.19652120219233277,69354,41748,19722,80396,6809.5,0.39776041666666667
NC_008321.1,0.1,0.05,600,10000,True,6,64.6147084676238,44.179632721202005,52.47798841913224,43.27147050468705,-0.13416429626804072,66159,36231,25239,83591,7132.5,0.3846258739469459
NC_008321.1,0.1,0.1,200,8000,False,27,60.657244714165074,54.19699499165276,57.24543380203209,42.6043935233406,-0.2963757966615483,81160,52641,8829,68590,6959.5,0.37103315961028727
NC_008321.1,0.1,0.1,200,8000,True,22,64.15361381480632,54.18163606010017,58.74746129033426,46.05198371366348,-0.1813744688641625,81137,45336,16134,68613,8483.5,0.37101
NC_008321.1,0.1,0.1,200,10000,False,27,60.657244714165074,54.19699499165276,57.24543380203209,42.6043935233406,-0.2963757966615483,81160,52641,8829,68590,6959.5,0.37103315961028727
NC_008321.1,0.1,0.1,200,10000,True,21,64.15361381480632,54.18163606010017,58.74746129033426,46.05198371366348,-0.1813744688641625,81137,45336,16134,68613,8483.5,0.37101
NC_008321.1,0.1,0.1,400,8000,False,16,66.03313047157224,54.19699499165276,59.53245457679584,47.76157560837042,-0.12633959863384556,81160,41748,19722,68590,10486.0,0.3186854632372744
NC_008321.1,0.1,0.1,400,8000,True,13,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,8483.5,0.3524425925925926
NC_008321.1,0.1,0.1,400,10000,False,14,66.03313047157224,54.19699499165276,59.53245457679584,47.76157560837042,-0.12633959863384556,81160,41748,19722,68590,10486.0,0.3186854632372744
NC_008321.1,0.1,0.1,400,10000,True,12,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,8483.5,0.3524425925925926
NC_008321.1,0.1,0.1,600,8000,False,7,65.92500693775608,53.93656093489149,59.3312471535399,47.57693400246189,-0.12865891091367151,80770,41748,19722,68980,6159.5,0.38653150584905
NC_008321.1,0.1,0.1,600,8000,True,7,68.77391664081084,53.28681135225376,60.047859491756284,49.728245431303854,-0.05161781318326765,79797,36231,25239,69953,5057.0,0.4604932560539516
NC_008321.1,0.1,0.1,600,10000,False,7,65.92500693775608,53.93656093489149,59.3312471535399,47.57693400246189,-0.12865891091367151,80770,41748,19722,68980,6159.5,0.38653150584905
NC_008321.1,0.1,0.1,600,10000,True,7,68.77391664081084,53.28681135225376,60.047859491756284,49.728245431303854,-0.05161781318326765,79797,36231,25239,69953,5057.0,0.4604932560539516
NC_008321.1,0.15,0.05,200,8000,False,28,60.657244714165074,54.19699499165276,57.24543380203209,42.6043935233406,-0.2963757966615483,81160,52641,8829,68590,7109.5,0.36796666666666666
NC_008321.1,0.15,0.05,200,8000,True,23,62.925951670278444,51.384974958263776,56.572867461907485,44.06921693021494,-0.20578830483766777,76949,45336,16134,72801,5247.5,0.537207619047619
NC_008321.1,0.15,0.05,200,10000,False,26,60.657244714165074,54.19699499165276,57.24543380203209,42.6043935233406,-0.2963757966615483,81160,52641,8829,68590,7109.5,0.36796666666666666
NC_008321.1,0.15,0.05,200,10000,True,20,62.925951670278444,51.384974958263776,56.572867461907485,44.06921693021494,-0.20578830483766777,76949,45336,16134,72801,5247.5,0.537207619047619
NC_008321.1,0.15,0.05,400,8000,False,17,66.03313047157224,54.19699499165276,59.53245457679584,47.76157560837042,-0.12633959863384556,81160,41748,19722,68590,10486.0,0.31951489001692046
NC_008321.1,0.15,0.05,400,8000,True,13,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.5186402116402117
NC_008321.1,0.15,0.05,400,10000,False,14,66.03313047157224,54.19699499165276,59.53245457679584,47.76157560837042,-0.12633959863384556,81160,41748,19722,68590,10486.0,0.31951489001692046
NC_008321.1,0.15,0.05,400,10000,True,12,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.5186402116402117
NC_008321.1,0.15,0.05,600,8000,False,7,66.03313047157224,54.19699499165276,59.53245457679584,47.76157560837042,-0.12633959863384556,81160,41748,19722,68590,10236.0,0.32640847905308057
NC_008321.1,0.15,0.05,600,8000,True,7,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.5056153198653198
NC_008321.1,0.15,0.05,600,10000,False,7,66.03313047157224,54.19699499165276,59.53245457679584,47.76157560837042,-0.12633959863384556,81160,41748,19722,68590,10236.0,0.32640847905308057
NC_008321.1,0.15,0.05,600,10000,True,7,67.98816045237675,51.384974958263776,58.531928650211086,48.37988826815642,-0.0688206637622268,76949,36231,25239,72801,5247.5,0.5056153198653198
NC_008321.1,0.15,0.1,200,8000,False,30,59.279120430749956,54.330550918197,56.69706166223576,41.16134835716315,-0.34841331548088617,81360,55889,5581,68390,8659.5,0.35027001187128026
NC_008321.1,0.15,0.1,200,8000,True,22,64.15361381480632,54.18163606010017,58.74746129033426,46.05198371366348,-0.1813744688641625,81137,45336,16134,68613,8483.5,0.3734661224489796
NC_008321.1,0.15,0.1,200,10000,False,30,59.279120430749956,54.330550918197,56.69706166223576,41.16134835716315,-0.34841331548088617,81360,55889,5581,68390,8659.5,0.35027001187128026
NC_008321.1,0.15,0.1,200,10000,True,21,64.15361381480632,54.18163606010017,58.74746129033426,46.05198371366348,-0.1813744688641625,81137,45336,16134,68613,8483.5,0.3734661224489796
NC_008321.1,0.15,0.1,400,8000,False,17,66.08831270104298,54.330550918197,59.635414757859394,47.856263611400436,-0.12514980101774625,81360,41748,19722,68390,11536.0,0.294826900921659
NC_008321.1,0.15,0.1,400,8000,True,14,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.23428636363636363
NC_008321.1,0.15,0.1,400,10000,False,16,66.08831270104298,54.330550918197,59.635414757859394,47.856263611400436,-0.12514980101774625,81360,41748,19722,68390,11536.0,0.294826900921659
NC_008321.1,0.15,0.1,400,10000,True,13,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.23428636363636363
NC_008321.1,0.15,0.1,600,8000,False,7,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,11536.0,0.2952039372625111
NC_008321.1,0.15,0.1,600,8000,True,7,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.23428636363636363
NC_008321.1,0.15,0.1,600,10000,False,7,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,11536.0,0.2952039372625111
NC_008321.1,0.15,0.1,600,10000,True,7,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.23428636363636363
NC_008321.1,0.15,0.2,200,8000,False,46,59.73520697293099,55.467779632721204,57.522454830645216,41.920272701448724,-0.34111063167816436,83063,55989,5481,66687,12036.0,0.26398058252427187
NC_008321.1,0.15,0.2,200,8000,True,37,64.590379042903,55.223372287145246,59.54072063445207,46.7905501372976,-0.17226387091427986,82697,45336,16134,67053,11600.0,0.22787272727272728
NC_008321.1,0.15,0.2,200,10000,False,45,59.73520697293099,55.467779632721204,57.522454830645216,41.920272701448724,-0.34111063167816436,83063,55989,5481,66687,12036.0,0.26398058252427187
NC_008321.1,0.15,0.2,200,10000,True,35,64.590379042903,55.223372287145246,59.54072063445207,46.7905501372976,-0.17226387091427986,82697,45336,16134,67053,11600.0,0.22787272727272728
NC_008321.1,0.15,0.2,400,8000,False,20,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,12036.0,0.2780461165048544
NC_008321.1,0.15,0.2,400,8000,True,17,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,11233.5,0.30184897959183676
NC_008321.1,0.15,0.2,400,10000,False,19,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,12036.0,0.2780461165048544
NC_008321.1,0.15,0.2,400,10000,True,17,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,11233.5,0.30184897959183676
NC_008321.1,0.15,0.2,600,8000,False,17,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,12036.0,0.2780461165048544
NC_008321.1,0.15,0.2,600,8000,True,16,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,11233.5,0.30184897959183676
NC_008321.1,0.15,0.2,600,10000,False,15,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,12036.0,0.2780461165048544
NC_008321.1,0.15,0.2,600,10000,True,14,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,11233.5,0.30184897959183676
NC_008321.1,0.2,0.1,200,8000,False,35,59.308768174504365,54.39732888146912,56.74697578187317,41.20869235867816,-0.3478860567229501,81460,55889,5581,68290,8959.5,0.34626163492619855
NC_008321.1,0.2,0.1,200,8000,True,26,64.15361381480632,54.18163606010017,58.74746129033426,46.05198371366348,-0.1813744688641625,81137,45336,16134,68613,12486.0,0.23674248608534323
NC_008321.1,0.2,0.1,200,10000,False,34,59.308768174504365,54.39732888146912,56.74697578187317,41.20869235867816,-0.3478860567229501,81460,55889,5581,68290,8959.5,0.34626163492619855
NC_008321.1,0.2,0.1,200,10000,True,23,64.15361381480632,54.18163606010017,58.74746129033426,46.05198371366348,-0.1813744688641625,81137,45336,16134,68613,12486.0,0.23674248608534323
NC_008321.1,0.2,0.1,400,8000,False,17,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,11786.0,0.28570278520679687
NC_008321.1,0.2,0.1,400,8000,True,14,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.27946862244897963
NC_008321.1,0.2,0.1,400,10000,False,17,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,11786.0,0.28570278520679687
NC_008321.1,0.2,0.1,400,10000,True,13,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.27946862244897963
NC_008321.1,0.2,0.1,600,8000,False,13,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,11786.0,0.28570278520679687
NC_008321.1,0.2,0.1,600,8000,True,13,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.27946862244897963
NC_008321.1,0.2,0.1,600,10000,False,13,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,11786.0,0.28570278520679687
NC_008321.1,0.2,0.1,600,10000,True,13,69.13042737373048,54.18163606010017,60.749930742218794,50.36265505160497,-0.04350733337600757,81137,36231,25239,68613,12486.0,0.27946862244897963
NC_008321.1,0.2,0.25,200,8000,False,58,62.224358629591784,61.806343906510854,62.01464686057342,46.31947732222327,-0.2946230257836907,92555,56189,5281,57195,11302.5,0.25711583924349884
NC_008321.1,0.2,0.25,200,8000,True,46,67.5050352286818,62.89215358931553,65.11700263078747,52.227535271281134,-0.10418338800779497,94181,45336,16134,55569,10702.5,0.22787272727272728
NC_008321.1,0.2,0.25,200,10000,False,57,62.224358629591784,61.806343906510854,62.01464686057342,46.31947732222327,-0.2946230257836907,92555,56189,5281,57195,11302.5,0.25711583924349884
NC_008321.1,0.2,0.25,200,10000,True,44,67.5050352286818,62.89215358931553,65.11700263078747,52.227535271281134,-0.10418338800779497,94181,45336,16134,55569,10702.5,0.22787272727272728
NC_008321.1,0.2,0.25,400,8000,False,39,65.67846690679873,62.34257095158598,63.96705653422132,50.20452608654483,-0.16482480903434368,93358,48786,12684,56392,12009.5,0.28185011709601876
NC_008321.1,0.2,0.25,400,8000,True,34,67.53063536968806,60.094824707846406,63.59611463865361,51.22289555913265,-0.09691308679595467,89992,43269,18201,59758,12457.5,0.2407
NC_008321.1,0.2,0.25,400,10000,False,36,65.67846690679873,62.34257095158598,63.96705653422132,50.20452608654483,-0.16482480903434368,93358,48786,12684,56392,12009.5,0.28185011709601876
NC_008321.1,0.2,0.25,400,10000,True,31,67.53063536968806,60.094824707846406,63.59611463865361,51.22289555913265,-0.09691308679595467,89992,43269,18201,59758,12457.5,0.2407
NC_008321.1,0.2,0.25,600,8000,False,28,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,12436.0,0.26827868852459014
NC_008321.1,0.2,0.25,600,8000,True,25,68.32068410744264,52.17829716193656,59.16825055467632,48.94233500615472,-0.061648902612071725,78137,36231,25239,71613,12986.0,0.23428636363636363
NC_008321.1,0.2,0.25,600,10000,False,27,66.12765819344266,54.426043405676126,59.70893879509599,47.9239655335669,-0.12429891668220824,81503,41748,19722,68247,12436.0,0.26827868852459014
NC_008321.1,0.2,0.25,600,10000,True,25,68.32068410744264,52.17829716193656,59.16825055467632,48.94233500615472,-0.061648902612071725,78137,36231,25239,71613,12986.0,0.23428636363636363
NC_008322.1,0.05,0.05,200,8000,False,20,66.53879058039533,51.87416191017783,58.298419611648946,52.619665532651126,0.055831394900026386,73888,37157,43507,68549,3483.0,0.6726969417561035
NC_008322.1,0.05,0.05,200,8000,True,16,72.82715950609382,57.51595442195497,64.27226511014875,59.17544071967404,0.1885525540025495,81924,30567,50097,60513,4885.5,0.568063025210084
NC_008322.1,0.05,0.05,200,10000,False,20,66.53879058039533,51.87416191017783,58.298419611648946,52.619665532651126,0.055831394900026386,73888,37157,43507,68549,3483.0,0.6726969417561035
NC_008322.1,0.05,0.05,200,10000,True,13,72.82715950609382,57.51595442195497,64.27226511014875,59.17544071967404,0.1885525540025495,81924,30567,50097,60513,4885.5,0.568063025210084
NC_008322.1,0.05,0.05,400,8000,False,7,63.43922684974762,37.236813468410595,46.92823931729803,46.22838983240774,-0.0065251797782050975,53039,30567,50097,89398,3025.5,0.7218143060559559
NC_008322.1,0.05,0.05,400,8000,True,7,65.53889515219842,40.813131419504764,50.30176908067509,48.511660638007,0.028655498309909044,58133,30567,50097,84304,4885.5,0.6909246323529412
NC_008322.1,0.05,0.05,400,10000,False,7,63.43922684974762,37.236813468410595,46.92823931729803,46.22838983240774,-0.0065251797782050975,53039,30567,50097,89398,3025.5,0.7218143060559559
NC_008322.1,0.05,0.05,400,10000,True,6,65.53889515219842,40.813131419504764,50.30176908067509,48.511660638007,0.028655498309909044,58133,30567,50097,84304,4885.5,0.6909246323529412
NC_008322.1,0.05,0.05,600,8000,False,4,61.3892152033044,34.12034794330125,43.862024151188606,44.23870802909893,-0.03789531987492389,48600,30567,50097,93837,4364.5,0.6833034649343908
NC_008322.1,0.05,0.05,600,8000,True,4,65.53889515219842,40.813131419504764,50.30176908067509,48.511660638007,0.028655498309909044,58133,30567,50097,84304,4885.5,0.6909246323529412
NC_008322.1,0.05,0.05,600,10000,False,3,61.3892152033044,34.12034794330125,43.862024151188606,44.23870802909893,-0.03789531987492389,48600,30567,50097,93837,4364.5,0.6833034649343908
NC_008322.1,0.05,0.05,600,10000,True,3,65.53889515219842,40.813131419504764,50.30176908067509,48.511660638007,0.028655498309909044,58133,30567,50097,84304,4885.5,0.6909246323529412
NC_008322.1,0.075,0.075,200,8000,False,23,67.05739263878799,57.674621060539046,62.01310465607827,54.88859305874918,0.07380475698273067,82150,40357,40307,60287,2735.5,0.5782614379084967
NC_008322.1,0.075,0.075,200,8000,True,19,72.82715950609382,57.51595442195497,64.27226511014875,59.17544071967404,0.1885525540025495,81924,30567,50097,60513,3144.5,0.6655457184477211
NC_008322.1,0.075,0.075,200,10000,False,23,67.05739263878799,57.674621060539046,62.01310465607827,54.88859305874918,0.07380475698273067,82150,40357,40307,60287,2735.5,0.5782614379084967
NC_008322.1,0.075,0.075,200,10000,True,16,72.82715950609382,57.51595442195497,64.27226511014875,59.17544071967404,0.1885525540025495,81924,30567,50097,60513,3144.5,0.6655457184477211
NC_008322.1,0.075,0.075,400,8000,False,11,64.57115266438417,51.6389702113917,57.385497002110405,51.03518137525157,0.015454568819443841,73553,40357,40307,68884,2385.5,0.5854117647058823
NC_008322.1,0.075,0.075,400,8000,True,10,70.64252785247791,51.6389702113917,59.66409390120743,55.42332844765375,0.13236769332349224,73553,30567,50097,68884,4885.5,0.5854117647058823
NC_008322.1,0.075,0.075,400,10000,False,11,64.57115266438417,51.6389702113917,57.385497002110405,51.03518137525157,0.015454568819443841,73553,40357,40307,68884,2385.5,0.5854117647058823
NC_008322.1,0.075,0.075,400,10000,True,8,70.64252785247791,51.6389702113917,59.66409390120743,55.42332844765375,0.13236769332349224,73553,30567,50097,68884,4885.5,0.5854117647058823
NC_008322.1,0.075,0.075,600,8000,False,7,59.024266422987104,40.813131419504764,48.25777102607844,44.12351356560482,-0.08918815865351741,58133,40357,40307,84304,2035.5,0.7445853149770546
NC_008322.1,0.075,0.075,600,8000,True,6,65.53889515219842,40.813131419504764,50.30176908067509,48.511660638007,0.028655498309909044,58133,30567,50097,84304,4885.5,0.6909246323529412
