accession,c1,c2,filter_len,min_len,refine,n_pred,precision,recall,f1,accuracy,mcc,TP,FP,TN,FN,mabe,median_jaccard
NC_004431.1,0.075,0.075,400,8000,True,10,100.0,72.68933262489342,84.18508719677008,89.56159625200274,0.7885602009179911,235307,0,523243,88409,42693.5,0.13221008403361345
NC_004431.1,0.075,0.075,400,10000,False,10,100.0,70.94984492579916,83.00662098476306,88.8967470680399,0.7755062110963918,229676,0,523243,94040,32269.5,0.14097670250896058
NC_004431.1,0.075,0.075,400,10000,True,10,100.0,72.68933262489342,84.18508719677008,89.56159625200274,0.7885602009179911,235307,0,523243,88409,42693.5,0.13221008403361345
NC_004431.1,0.075,0.075,600,8000,False,7,100.0,63.369743849547135,77.57831083815194,85.99955842018326,0.7187630251746178,205138,0,523243,118578,38985.5,0.11129774027392059
NC_004431.1,0.075,0.075,600,8000,True,6,100.0,68.27651398139109,81.14800142453802,87.87497387712982,0.7554784333030241,221022,0,523243,102694,48635.5,0.10343980866848887
NC_004431.1,0.075,0.075,600,10000,False,6,100.0,63.369743849547135,77.57831083815194,85.99955842018326,0.7187630251746178,205138,0,523243,118578,38985.5,0.11129774027392059
NC_004431.1,0.075,0.075,600,10000,True,6,100.0,68.27651398139109,81.14800142453802,87.87497387712982,0.7554784333030241,221022,0,523243,102694,48635.5,0.1034608597285068
NC_004431.1,0.1,0.05,200,8000,False,18,97.08030816094163,81.1235774567831,88.38754409111715,91.85273431181439,0.8297605369376093,262610,7898,515345,61106,20898.0,0.1888272921108742
NC_004431.1,0.1,0.05,200,8000,True,15,100.0,77.52289043482558,87.3384725146606,91.40902924462695,0.8249768093793803,250954,0,523243,72762,29322.0,0.15010169491525424
NC_004431.1,0.1,0.05,200,10000,False,18,97.08030816094163,81.1235774567831,88.38754409111715,91.85273431181439,0.8297605369376093,262610,7898,515345,61106,20898.0,0.1888272921108742
NC_004431.1,0.1,0.05,200,10000,True,15,100.0,77.52289043482558,87.3384725146606,91.40902924462695,0.8249768093793803,250954,0,523243,72762,29322.0,0.15010169491525424
NC_004431.1,0.1,0.05,400,8000,False,10,100.0,71.28964895155012,83.23871219061772,89.02662348472595,0.7780546371547694,230776,0,523243,92940,31969.5,0.1405987488829312
NC_004431.1,0.1,0.05,400,8000,True,10,100.0,72.68933262489342,84.18508719677008,89.56159625200274,0.7885602009179911,235307,0,523243,88409,42693.5,0.13221008403361345
NC_004431.1,0.1,0.05,400,10000,False,10,100.0,71.28964895155012,83.23871219061772,89.02662348472595,0.7780546371547694,230776,0,523243,92940,31969.5,0.1405987488829312
NC_004431.1,0.1,0.05,400,10000,True,10,100.0,72.68933262489342,84.18508719677008,89.56159625200274,0.7885602009179911,235307,0,523243,88409,42693.5,0.13221008403361345
NC_004431.1,0.1,0.05,600,8000,False,7,100.0,63.647765325161565,77.78629326064551,86.1058209429264,0.7208435931015903,206038,0,523243,117678,38985.5,0.11090681927545198
NC_004431.1,0.1,0.05,600,8000,True,6,100.0,68.27651398139109,81.14800142453802,87.87497387712982,0.7554784333030241,221022,0,523243,102694,48635.5,0.10343980866848887
NC_004431.1,0.1,0.05,600,10000,False,6,100.0,63.647765325161565,77.78629326064551,86.1058209429264,0.7208435931015903,206038,0,523243,117678,38985.5,0.11090681927545198
NC_004431.1,0.1,0.05,600,10000,True,6,100.0,68.27651398139109,81.14800142453802,87.87497387712982,0.7554784333030241,221022,0,523243,102694,48635.5,0.1034608597285068
NC_004431.1,0.1,0.1,200,8000,False,26,91.60456318290791,86.99230189425299,89.23887675022539,91.98107582539414,0.8292541471421168,281608,25809,497434,42108,26657.0,0.15375
NC_004431.1,0.1,0.1,200,8000,True,19,90.51983662825258,87.49706532886852,88.982787274081,91.71884353315804,0.8238261641648742,283242,29664,493579,40474,38153.5,0.12132307692307692
NC_004431.1,0.1,0.1,200,10000,False,26,91.60456318290791,86.99230189425299,89.23887675022539,91.98107582539414,0.8292541471421168,281608,25809,497434,42108,26657.0,0.15375
NC_004431.1,0.1,0.1,200,10000,True,18,90.51983662825258,87.49706532886852,88.982787274081,91.71884353315804,0.8238261641648742,283242,29664,493579,40474,38153.5,0.12132307692307692
NC_004431.1,0.1,0.1,400,8000,False,14,92.51069447914996,76.62518998134166,83.82194662453851,88.69496634429765,0.760400782856132,248048,20081,503162,75668,36457.0,0.11481289819250526
NC_004431.1,0.1,0.1,400,8000,True,14,89.64155390659101,79.30130114050587,84.1549867150966,88.58634243216024,0.7563324650117487,256711,29664,493579,67005,41775.0,0.10778256302521008
NC_004431.1,0.1,0.1,400,10000,False,14,92.51069447914996,76.62518998134166,83.82194662453851,88.69496634429765,0.760400782856132,248048,20081,503162,75668,36457.0,0.11481289819250526
NC_004431.1,0.1,0.1,400,10000,True,14,89.64155390659101,79.30130114050587,84.1549867150966,88.58634243216024,0.7563324650117487,256711,29664,493579,67005,41775.0,0.10778256302521008
NC_004431.1,0.1,0.1,600,8000,False,10,94.1733660586999,79.17619147647939,86.0260455125193,90.16859139580546,0.7923299615287068,256306,15858,507385,67410,29900.0,0.11034158838599488
NC_004431.1,0.1,0.1,600,8000,True,9,91.70556203811746,81.57397224727848,86.3435720031128,90.13742105580081,0.7899664601399629,264068,23884,499359,59648,41775.0,0.10803571428571429
NC_004431.1,0.1,0.1,600,10000,False,10,94.1733660586999,79.17619147647939,86.0260455125193,90.16859139580546,0.7923299615287068,256306,15858,507385,67410,29900.0,0.11034158838599488
NC_004431.1,0.1,0.1,600,10000,True,9,91.70556203811746,81.57397224727848,86.3435720031128,90.13742105580081,0.7899664601399629,264068,23884,499359,59648,41775.0,0.10803571428571429
NC_004431.1,0.15,0.05,200,8000,False,27,91.79903437996177,87.5152911811588,89.60599437631853,92.24000217247824,0.834811840931118,283301,25309,497934,40415,26207.0,0.1534835355285962
NC_004431.1,0.15,0.05,200,8000,True,20,90.51983662825258,87.49706532886852,88.982787274081,91.71884353315804,0.8238261641648742,283242,29664,493579,40474,38153.5,0.12132307692307692
NC_004431.1,0.15,0.05,200,10000,False,27,91.79903437996177,87.5152911811588,89.60599437631853,92.24000217247824,0.834811840931118,283301,25309,497934,40415,26207.0,0.1534835355285962
NC_004431.1,0.15,0.05,200,10000,True,19,90.51983662825258,87.49706532886852,88.982787274081,91.71884353315804,0.8238261641648742,283242,29664,493579,40474,38153.5,0.12132307692307692
NC_004431.1,0.15,0.05,400,8000,False,14,93.00260535376108,77.52103695832149,84.55904775543556,89.17905117012748,0.7708520284136329,250948,18881,504362,72768,35957.0,0.11461713537489472
NC_004431.1,0.15,0.05,400,8000,True,13,94.70459114972424,79.30130114050587,86.32118376343561,90.39398601349062,0.7974739738734344,256711,14354,508889,67005,41775.0,0.10778256302521008
NC_004431.1,0.15,0.05,400,10000,False,14,93.00260535376108,77.52103695832149,84.55904775543556,89.17905117012748,0.7708520284136329,250948,18881,504362,72768,35957.0,0.11461713537489472
NC_004431.1,0.15,0.05,400,10000,True,13,94.70459114972424,79.30130114050587,86.32118376343561,90.39398601349062,0.7974739738734344,256711,14354,508889,67005,41775.0,0.10778256302521008
NC_004431.1,0.15,0.05,600,8000,False,9,94.52762716052973,80.35005992907364,86.86414640662571,90.71171095649258,0.8038294553482941,260106,15058,508185,63610,35957.0,0.10959287531806616
NC_004431.1,0.15,0.05,600,8000,True,9,91.70556203811746,81.57397224727848,86.3435720031128,90.13742105580081,0.7899664601399629,264068,23884,499359,59648,41775.0,0.10803571428571429
NC_004431.1,0.15,0.05,600,10000,False,9,94.52762716052973,80.35005992907364,86.86414640662571,90.71171095649258,0.8038294553482941,260106,15058,508185,63610,35957.0,0.10959287531806616
NC_004431.1,0.15,0.05,600,10000,True,9,91.70556203811746,81.57397224727848,86.3435720031128,90.13742105580081,0.7899664601399629,264068,23884,499359,59648,41775.0,0.10803571428571429
NC_004431.1,0.15,0.1,200,8000,False,29,90.5831438334147,94.01265306626796,92.26604091631195,93.97609565516159,0.8737613341290867,304334,31638,491605,19382,25668.5,0.16179102889370545
NC_004431.1,0.15,0.1,200,8000,True,21,90.93553670520937,91.92996330116522,91.43004614637803,93.41314042356241,0.8608458219662365,297592,29664,493579,26124,36427.0,0.1144262443438914
NC_004431.1,0.15,0.1,200,10000,False,29,90.5831438334147,94.01265306626796,92.26604091631195,93.97609565516159,0.8737613341290867,304334,31638,491605,19382,25668.5,0.16179102889370545
NC_004431.1,0.15,0.1,200,10000,True,20,90.93553670520937,91.92996330116522,91.43004614637803,93.41314042356241,0.8608458219662365,297592,29664,493579,26124,36427.0,0.1144262443438914
NC_004431.1,0.15,0.1,400,8000,False,16,88.32076331919889,91.55957691309666,89.91101208397353,92.14637308299457,0.835215530725374,296393,39194,484049,27323,36256.5,0.10798062213156553
NC_004431.1,0.15,0.1,400,8000,True,15,88.38352104327208,92.1196357300844,90.21291271123374,92.36043303158714,0.8400080550737113,298206,39194,484049,25510,51635.5,0.09522580645161291
NC_004431.1,0.15,0.1,400,10000,False,15,88.32076331919889,91.55957691309666,89.91101208397353,92.14637308299457,0.835215530725374,296393,39194,484049,27323,36256.5,0.10798062213156553
NC_004431.1,0.15,0.1,400,10000,True,14,88.38352104327208,92.1196357300844,90.21291271123374,92.36043303158714,0.8400080550737113,298206,39194,484049,25510,51635.5,0.09522580645161291
NC_004431.1,0.15,0.1,600,8000,False,11,89.30259579878454,90.69462121118511,89.99322582523855,92.29100818339495,0.8373106346371068,293593,35169,488074,30123,48078.5,0.10370023419203747
NC_004431.1,0.15,0.1,600,8000,True,11,88.38352104327208,92.1196357300844,90.21291271123374,92.36043303158714,0.8400080550737113,298206,39194,484049,25510,51635.5,0.0942127659574468
NC_004431.1,0.15,0.1,600,10000,False,11,89.30259579878454,90.69462121118511,89.99322582523855,92.29100818339495,0.8373106346371068,293593,35169,488074,30123,48078.5,0.10370023419203747
NC_004431.1,0.15,0.1,600,10000,True,11,88.38352104327208,92.1196357300844,90.21291271123374,92.36043303158714,0.8400080550737113,298206,39194,484049,25510,51635.5,0.0942127659574468
NC_004431.1,0.15,0.2,200,8000,False,35,76.67511194762766,95.26405861928356,84.96472717805025,87.11354386694043,0.752535893957033,308385,93812,429431,15331,37231.5,0.11694216097923883
NC_004431.1,0.15,0.2,200,8000,True,31,71.3198523971372,93.79672305354076,81.02843006832984,83.21252858757036,0.684789371350191,303635,122102,401141,20081,38153.5,0.1144262443438914
NC_004431.1,0.15,0.2,200,10000,False,33,76.67511194762766,95.26405861928356,84.96472717805025,87.11354386694043,0.752535893957033,308385,93812,429431,15331,37231.5,0.11694216097923883
NC_004431.1,0.15,0.2,200,10000,True,28,71.89962680912329,93.79672305354076,81.40130291413098,83.61786107710054,0.6911586485299615,303635,118669,404574,20081,38153.5,0.1144262443438914
NC_004431.1,0.15,0.2,400,8000,False,19,84.63673150683486,99.11342040554067,91.3048056209288,92.78477470574137,0.8598028725395095,320846,58240,465003,2870,51935.5,0.0941372202034712
NC_004431.1,0.15,0.2,400,8000,True,19,84.37143942271173,98.8199532923921,91.02591098186288,92.55265012828248,0.8550233413709327,319896,59256,463987,3820,51877.0,0.09876024622097554
NC_004431.1,0.15,0.2,400,10000,False,19,84.63673150683486,99.11342040554067,91.3048056209288,92.78477470574137,0.8598028725395095,320846,58240,465003,2870,51935.5,0.0941372202034712
NC_004431.1,0.15,0.2,400,10000,True,19,84.37143942271173,98.8199532923921,91.02591098186288,92.55265012828248,0.8550233413709327,319896,59256,463987,3820,51877.0,0.09876024622097554
NC_004431.1,0.15,0.2,600,8000,False,17,86.35348551472603,96.39715058878771,91.09932665093133,92.8004779452134,0.8544872282663255,312053,49314,473929,11663,52635.5,0.09020508840599271
NC_004431.1,0.15,0.2,600,8000,True,16,84.33779941849528,96.95319354001656,90.20656631994642,91.95380177789008,0.8401851904788746,313853,58285,464958,9863,51635.5,0.09143482103402564
NC_004431.1,0.15,0.2,600,10000,False,16,86.35348551472603,96.39715058878771,91.09932665093133,92.8004779452134,0.8544872282663255,312053,49314,473929,11663,52635.5,0.09020508840599271
NC_004431.1,0.15,0.2,600,10000,True,15,84.33779941849528,96.95319354001656,90.20656631994642,91.95380177789008,0.8401851904788746,313853,58285,464958,9863,51635.5,0.09143482103402564
NC_004431.1,0.2,0.1,200,8000,False,31,84.12316758909084,94.89336331846432,89.18428108356062,91.20299801997498,0.8223784200471553,307185,57976,465267,16531,34518.0,0.11913638898585768
NC_004431.1,0.2,0.1,200,8000,True,23,82.72120037914902,91.92996330116522,87.08280843754434,89.57623686624736,0.7869310570125628,297592,62161,461082,26124,38153.5,0.1144262443438914
NC_004431.1,0.2,0.1,200,10000,False,29,87.41224912569254,94.89336331846432,90.99930828853994,92.82527253385346,0.852495358426921,307185,44236,479007,16531,34518.0,0.11913638898585768
NC_004431.1,0.2,0.1,200,10000,True,20,87.52911833219605,91.92996330116522,89.67558022503873,91.90940765727738,0.8309822203794391,297592,42400,480843,26124,38153.5,0.1144262443438914
NC_004431.1,0.2,0.1,400,8000,False,16,89.08062628851619,98.7736163797897,93.67704964140064,94.9036494092394,0.8976241339646753,319746,39194,484049,3970,50756.0,0.09568311683176148
NC_004431.1,0.2,0.1,400,8000,True,15,88.89836197446799,96.95319354001656,92.75122901222437,94.20786602421133,0.8817272563924992,313853,39194,484049,9863,51635.5,0.0973383812056359
NC_004431.1,0.2,0.1,400,10000,False,16,89.08062628851619,98.7736163797897,93.67704964140064,94.9036494092394,0.8976241339646753,319746,39194,484049,3970,50756.0,0.09568311683176148
NC_004431.1,0.2,0.1,400,10000,True,15,88.89836197446799,96.95319354001656,92.75122901222437,94.20786602421133,0.8817272563924992,313853,39194,484049,9863,51635.5,0.0973383812056359
NC_004431.1,0.2,0.1,600,8000,False,13,88.63942028985508,94.4673726352729,91.46064996201676,93.25776100141802,0.8601881451501857,305806,39194,484049,17910,50756.0,0.09507246376811594
NC_004431.1,0.2,0.1,600,8000,True,13,88.38352104327208,92.1196357300844,90.21291271123374,92.36043303158714,0.8400080550737113,298206,39194,484049,25510,51635.5,0.09522580645161291
NC_004431.1,0.2,0.1,600,10000,False,13,88.63942028985508,94.4673726352729,91.46064996201676,93.25776100141802,0.8601881451501857,305806,39194,484049,17910,50756.0,0.09507246376811594
NC_004431.1,0.2,0.1,600,10000,True,13,88.38352104327208,92.1196357300844,90.21291271123374,92.36043303158714,0.8400080550737113,298206,39194,484049,25510,51635.5,0.09522580645161291
NC_004431.1,0.2,0.25,200,8000,False,45,68.93608251895398,98.16783847570092,80.99518160420338,82.39218191199338,0.6907883141080762,317785,143200,380043,5931,39703.5,0.1117965833180119
NC_004431.1,0.2,0.25,200,8000,True,36,70.1095818357149,98.8199532923921,82.02503602582577,83.44618806813553,0.7092017522795568,319896,136384,386859,3820,51877.0,0.09143482103402564
NC_004431.1,0.2,0.25,200,10000,False,45,68.93608251895398,98.16783847570092,80.99518160420338,82.39218191199338,0.6907883141080762,317785,143200,380043,5931,39703.5,0.1117965833180119
NC_004431.1,0.2,0.25,200,10000,True,34,70.1095818357149,98.8199532923921,82.02503602582577,83.44618806813553,0.7092017522795568,319896,136384,386859,3820,51877.0,0.09143482103402564
NC_004431.1,0.2,0.25,400,8000,False,26,72.59186906969626,99.63857208170126,83.99154215123092,85.48312255965165,0.7430493148407603,322546,121782,401461,1170,54685.5,0.08961739249411596
NC_004431.1,0.2,0.25,400,8000,True,25,76.27285949309744,98.8199532923921,86.09468650000134,87.79940941651249,0.7755881898521698,319896,99514,423729,3820,51877.0,0.09143482103402564
NC_004431.1,0.2,0.25,400,10000,False,25,72.59186906969626,99.63857208170126,83.99154215123092,85.48312255965165,0.7430493148407603,322546,121782,401461,1170,54685.5,0.08961739249411596
NC_004431.1,0.2,0.25,400,10000,True,24,76.27285949309744,98.8199532923921,86.09468650000134,87.79940941651249,0.7755881898521698,319896,99514,423729,3820,51877.0,0.09143482103402564
NC_004431.1,0.2,0.25,600,8000,False,21,80.38729937194697,99.63857208170126,88.98360728099361,90.57049987071393,0.8233146789141166,322546,78694,444549,1170,57410.0,0.08767571466037241
NC_004431.1,0.2,0.25,600,8000,True,21,79.91865633049113,98.8199532923921,88.36991517873791,90.05843258056176,0.8123095778272773,319896,80381,442862,3820,51877.0,0.09143482103402564
NC_004431.1,0.2,0.25,600,10000,False,20,80.38729937194697,99.63857208170126,88.98360728099361,90.57049987071393,0.8233146789141166,322546,78694,444549,1170,57410.0,0.08767571466037241
NC_004431.1,0.2,0.25,600,10000,True,20,79.91865633049113,98.8199532923921,88.36991517873791,90.05843258056176,0.8123095778272773,319896,80381,442862,3820,51877.0,0.09143482103402564
NC_004606.1,0.05,0.05,200,8000,False,8,42.042755344418055,58.56589316034655,48.94751205312471,81.93819555744362,0.3911051814711005,13452,18544,113848,9517,7724.0,0.46546712802768164
NC_004606.1,0.05,0.05,200,8000,True,5,30.449547668754352,47.625059863294005,37.14809658029681,76.17420073248756,0.24205205249620323,10939,24986,107406,12030,9787.0,0.35850293317602333
NC_004606.1,0.05,0.05,200,10000,False,8,42.042755344418055,58.56589316034655,48.94751205312471,81.93819555744362,0.3911051814711005,13452,18544,113848,9517,7724.0,0.46546712802768164
NC_004606.1,0.05,0.05,200,10000,True,4,30.449547668754352,47.625059863294005,37.14809658029681,76.17420073248756,0.24205205249620323,10939,24986,107406,12030,9787.0,0.35850293317602333
NC_004606.1,0.05,0.05,400,8000,False,4,37.05989310705824,58.56589316034655,45.39457033425009,79.16916085761548,0.3465155770011871,13452,22846,109546,9517,7724.0,0.46546712802768164
NC_004606.1,0.05,0.05,400,8000,True,3,30.449547668754352,47.625059863294005,37.14809658029681,76.17420073248756,0.24205205249620323,10939,24986,107406,12030,9787.0,0.35850293317602333
NC_004606.1,0.05,0.05,400,10000,False,4,37.05989310705824,58.56589316034655,45.39457033425009,79.16916085761548,0.3465155770011871,13452,22846,109546,9517,7724.0,0.46546712802768164
NC_004606.1,0.05,0.05,400,10000,True,2,30.449547668754352,47.625059863294005,37.14809658029681,76.17420073248756,0.24205205249620323,10939,24986,107406,12030,9787.0,0.35850293317602333
NC_004606.1,0.05,0.05,600,8000,False,3,0.0,0.0,0.0,69.85279445935595,-0.17745852607117904,0,23868,108524,22969,,
NC_004606.1,0.05,0.05,600,8000,True,1,0.0,0.0,0.0,61.96664542581472,-0.22924572120430087,0,36120,96272,22969,,
NC_004606.1,0.05,0.05,600,10000,False,3,0.0,0.0,0.0,69.85279445935595,-0.17745852607117904,0,23868,108524,22969,,
NC_004606.1,0.05,0.05,600,10000,True,1,0.0,0.0,0.0,61.96664542581472,-0.22924572120430087,0,36120,96272,22969,,
NC_004606.1,0.075,0.075,200,8000,False,10,24.517916378084788,58.56589316034655,34.5654268645211,67.2176414930388,0.20262581929520634,13452,41414,90978,9517,10724.0,0.38544412607449857
NC_004606.1,0.075,0.075,200,8000,True,8,27.1362866134108,58.56589316034655,37.087991618532975,70.62518907576548,0.2382186129196928,13452,36120,96272,9517,16274.0,0.29243478260869565
NC_004606.1,0.075,0.075,200,10000,False,9,24.517916378084788,58.56589316034655,34.5654268645211,67.2176414930388,0.20262581929520634,13452,41414,90978,9517,10724.0,0.38544412607449857
NC_004606.1,0.075,0.075,200,10000,True,6,27.1362866134108,58.56589316034655,37.087991618532975,70.62518907576548,0.2382186129196928,13452,36120,96272,9517,16274.0,0.29243478260869565
NC_004606.1,0.075,0.075,400,8000,False,6,24.517916378084788,58.56589316034655,34.5654268645211,67.2176414930388,0.20262581929520634,13452,41414,90978,9517,10724.0,0.38544412607449857
NC_004606.1,0.075,0.075,400,8000,True,6,27.1362866134108,58.56589316034655,37.087991618532975,70.62518907576548,0.2382186129196928,13452,36120,96272,9517,16274.0,0.29243478260869565
NC_004606.1,0.075,0.075,400,10000,False,6,24.517916378084788,58.56589316034655,34.5654268645211,67.2176414930388,0.20262581929520634,13452,41414,90978,9517,10724.0,0.38544412607449857
NC_004606.1,0.075,0.075,400,10000,True,5,27.1362866134108,58.56589316034655,37.087991618532975,70.62518907576548,0.2382186129196928,13452,36120,96272,9517,16274.0,0.29243478260869565
NC_004606.1,0.075,0.075,600,8000,False,2,24.517916378084788,58.56589316034655,34.5654268645211,67.2176414930388,0.20262581929520634,13452,41414,90978,9517,10724.0,0.38544412607449857
NC_004606.1,0.075,0.075,600,8000,True,2,27.1362866134108,58.56589316034655,37.087991618532975,70.62518907576548,0.2382186129196928,13452,36120,96272,9517,16274.0,0.29243478260869565
NC_004606.1,0.075,0.075,600,10000,False,2,24.517916378084788,58.56589316034655,34.5654268645211,67.2176414930388,0.20262581929520634,13452,41414,90978,9517,10724.0,0.38544412607449857
NC_004606.1,0.075,0.075,600,10000,True,2,27.1362866134108,58.56589316034655,37.087991618532975,70.62518907576548,0.2382186129196928,13452,36120,96272,9517,16274.0,0.29243478260869565
NC_004606.1,0.1,0.05,200,8000,False,10,45.624822627944376,62.99360006965911,52.92052229252771,83.42956082929436,0.4400350459767348,14469,17244,115148,8500,10024.0,0.2803792389353625
NC_004606.1,0.1,0.05,200,8000,True,8,43.5905540253759,84.0611258652967,57.41046340484367,81.56100951976364,0.5125156851691552,19308,24986,107406,3661,16774.0,0.20585685982234014
NC_004606.1,0.1,0.05,200,10000,False,10,45.624822627944376,62.99360006965911,52.92052229252771,83.42956082929436,0.4400350459767348,14469,17244,115148,8500,10024.0,0.2803792389353625
NC_004606.1,0.1,0.05,200,10000,True,7,43.5905540253759,84.0611258652967,57.41046340484367,81.56100951976364,0.5125156851691552,19308,24986,107406,3661,16774.0,0.20585685982234014
NC_004606.1,0.1,0.05,400,8000,False,8,42.539617205186254,62.99360006965911,50.784458249973675,81.94913781450943,0.4139928224101312,14469,19544,112848,8500,8674.0,0.31249510877025233
NC_004606.1,0.1,0.05,400,8000,True,7,43.5905540253759,84.0611258652967,57.41046340484367,81.56100951976364,0.5125156851691552,19308,24986,107406,3661,19774.0,0.1896561372209752
NC_004606.1,0.1,0.05,400,10000,False,8,42.539617205186254,62.99360006965911,50.784458249973675,81.94913781450943,0.4139928224101312,14469,19544,112848,8500,8674.0,0.31249510877025233
NC_004606.1,0.1,0.05,400,10000,True,6,43.5905540253759,84.0611258652967,57.41046340484367,81.56100951976364,0.5125156851691552,19308,24986,107406,3661,19774.0,0.1896561372209752
NC_004606.1,0.1,0.05,600,8000,False,5,6.809506218446004,4.815185685053768,5.641274132258805,76.18514298955337,-0.07676881031084781,1106,15136,117256,21863,19102.5,0.02813461880898476
NC_004606.1,0.1,0.05,600,8000,True,3,20.421258195006278,25.495232704950148,22.677897182689513,74.29663815243208,0.07555851186692786,5856,22820,109572,17113,20402.5,0.12550095368723346
NC_004606.1,0.1,0.05,600,10000,False,4,15.064015254698992,4.815185685053768,7.297680709973277,81.91373639459066,0.001755258158357374,1106,6236,126156,21863,19102.5,0.02813461880898476
NC_004606.1,0.1,0.05,600,10000,True,3,20.421258195006278,25.495232704950148,22.677897182689513,74.29663815243208,0.07555851186692786,5856,22820,109572,17113,20402.5,0.12550095368723346
NC_004606.1,0.1,0.1,200,8000,False,11,28.08717554047436,69.91162000957813,40.074368924770084,69.08812378911053,0.28598724087441635,16058,41114,91278,6911,10024.0,0.2327822111226677
NC_004606.1,0.1,0.1,200,8000,True,10,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.1,0.1,200,10000,False,11,28.08717554047436,69.91162000957813,40.074368924770084,69.08812378911053,0.28598724087441635,16058,41114,91278,6911,10024.0,0.2327822111226677
NC_004606.1,0.1,0.1,200,10000,True,9,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.1,0.1,400,8000,False,9,28.08717554047436,69.91162000957813,40.074368924770084,69.08812378911053,0.28598724087441635,16058,41114,91278,6911,10024.0,0.2327822111226677
NC_004606.1,0.1,0.1,400,8000,True,9,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.1,0.1,400,10000,False,9,28.08717554047436,69.91162000957813,40.074368924770084,69.08812378911053,0.28598724087441635,16058,41114,91278,6911,10024.0,0.2327822111226677
NC_004606.1,0.1,0.1,400,10000,True,8,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.1,0.1,600,8000,False,6,28.08717554047436,69.91162000957813,40.074368924770084,69.08812378911053,0.28598724087441635,16058,41114,91278,6911,10024.0,0.2327822111226677
NC_004606.1,0.1,0.1,600,8000,True,6,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.1,0.1,600,10000,False,6,28.08717554047436,69.91162000957813,40.074368924770084,69.08812378911053,0.28598724087441635,16058,41114,91278,6911,10024.0,0.2327822111226677
NC_004606.1,0.1,0.1,600,10000,True,6,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.15,0.05,200,8000,False,11,28.2885579064588,70.7823588314685,40.4221727725911,69.15249000714465,0.291522968382198,16258,41214,91178,6711,11224.0,0.2215640942585619
NC_004606.1,0.15,0.05,200,8000,True,10,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.15,0.05,200,10000,False,11,28.2885579064588,70.7823588314685,40.4221727725911,69.15249000714465,0.291522968382198,16258,41214,91178,6711,11224.0,0.2215640942585619
NC_004606.1,0.15,0.05,200,10000,True,9,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.15,0.05,400,8000,False,9,28.2885579064588,70.7823588314685,40.4221727725911,69.15249000714465,0.291522968382198,16258,41214,91178,6711,11224.0,0.2215640942585619
NC_004606.1,0.15,0.05,400,8000,True,9,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.15,0.05,400,10000,False,9,28.2885579064588,70.7823588314685,40.4221727725911,69.15249000714465,0.291522968382198,16258,41214,91178,6711,11224.0,0.2215640942585619
NC_004606.1,0.15,0.05,400,10000,True,8,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.15,0.05,600,8000,False,6,28.2885579064588,70.7823588314685,40.4221727725911,69.15249000714465,0.291522968382198,16258,41214,91178,6711,11224.0,0.2215640942585619
NC_004606.1,0.15,0.05,600,8000,True,6,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.15,0.05,600,10000,False,6,28.2885579064588,70.7823588314685,40.4221727725911,69.15249000714465,0.291522968382198,16258,41214,91178,6711,11224.0,0.2215640942585619
NC_004606.1,0.15,0.05,600,10000,True,6,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,16274.0,0.20896786814796456
NC_004606.1,0.15,0.1,200,8000,False,11,27.904298031988418,73.82994470808481,40.50106877156948,67.92953186449624,0.2962825569091417,16958,43814,88578,6011,13924.0,0.20498542624374738
NC_004606.1,0.15,0.1,200,8000,True,10,34.83437973587357,84.0611258652967,49.25698687449774,74.39447480384395,0.4206945100830287,19308,36120,96272,3661,30274.0,0.15364236873550863
